branch	sha	merge_base	source_file_count	proof_rewrite_files
optProofChecker	93d09f4f31101d5632d3ff7536cdc2e3acf79be0	bdc7c89b002ca65af851c226ef1956b1f2526c1d	16	src/expr/proof_checker.cpp;src/expr/proof_checker.h;src/expr/proof_checker_cache.cpp;src/expr/proof_checker_cache.h;src/expr/proof_node_algorithm.cpp;src/expr/proof_node_algorithm.h;src/expr/term_conversion_proof_generator.cpp;src/expr/term_conversion_proof_generator.h;src/smt/proof_post_processor.cpp;src/theory/builtin/proof_checker.cpp;src/theory/builtin/proof_checker.h;src/theory/strings/infer_proof_cons.cpp;src/theory/theory_proof_step_buffer.cpp;src/theory/theory_proof_step_buffer.h
optSygusEnum	d2667784f4e0b76fabdf177e27bbf5ae5dee4b20	528e801343c692b0ce8123f8754e069e6523f5dc	7	
optSygusEnum-defaultCache	a25e4b02a5e60c790df9d5d985be3a8da9817210	8bf406cd70b5883a7894485006834ff69682dbd6	26	
optSygusEnum-revTrie	86ab54f6501a57bbff625452fbaf3f515a6776aa	c099abeb9c3a45019b18daac19c4b4cd43b4c6f0	23	
optSynth	2b0cb9509e98e859f1d5bca5172f91d12408bce5	faaf466a661ff3c8d7b80dd7614a2fae68016d92	18	
optTdbTNode	999a2aa8e0cf8430de8eb93f268fd6f91eca5a79	a6bd02c5c442b806b5e01fed40ab9d1017e42bc3	3	
optTheoryOf	d262276230b62f2504a2f6ca0b06a654763abe0c	ea30ab14a8a5093e198e853d422dffd13b52275b	2	
oracleCsv	1155b1dade5d40dc55178464acdb5c14239bb398	148acf9a02df209d51aece0cf6ab9284433eca02	30	
oracles	25c9b75ba138c3f534cd660b8d4ff22f1c50c39b	3d8666987c1fbe07091a2ea347672cf41cf2debd	28	
p654	dfe224c90bfd7e01400427c16721ed992b8c87cc	145858af9d042f279fcc7bcd237b4dae48a08e78	2	
p655	cb91fabec4660f9eb3d9542a5da175d56f61daef	2cf1b012cee3ed99109af10585eeb3c509170f6b	1	
p657	678b7b4f017ef9e6f09de41dbc58a7098d55faca	43c1d0f6815c58f30b6c0b405080da169f56fc04	3	
paramCheckArity	a4800377621263499765399ae197d3a9cf3e1197	2532f336739081a977b9143e60d775337aad7f18	1	
parseComplianceMode	62de8ea9f9174cef8ba25a29338911b716ac6ffe	64cef995a521ac7211b9e3ed95c85deb186ff352	12	
parserDtReserved	b7918675f6b5b81c6f83da583fbbd36ca61e551c	c9d92b76a2219c658e2ad13cf3a79ad1091fcf3c	3	
parserSimpMinor	4b81fbdac8db74a38bb631e6cebbb7bdb8e20206	feb935252f10f114404429d1a71c66e15171bfa6	5	
patchSygusUnsatCores	c34d4d53666c656a8ad6c36712e3557cb2acf32b	0e1863d795f655dc8e8080fbd2d23e3925e650ed	12	
pbFixesMinor	9608a1f541a1a850fc070e633983102c17c9ede9	f50a593836789d0937fc7edc8233075da7adb3fe	7	src/proof/alf/alf_printer.cpp
pbeCacheMinimal	6ae6940f499e957670f342284453278f7a352b1c	33ec6ac29c55ac6db7d86a700cb5e8f06b93ab96	2	
pbeStrDev	e0b1854313d96ae71b849d87b13800baddfa86a4	fb6bab97d8a9103a0d9c94ea9ba54cb04ed2a2a8	2	
pedProofCheckRefactor	40110d4560d5587013a8ac5b1e932b89fb2b5edd	fbff2b2670153e6a8c0ec221328bab516d6a5e10	3	src/proof/proof_checker.cpp;src/smt/proof_final_callback.cpp
perfDataStructures	cf9ef2828af78e68b5fece56903d55e3dc2f654f	047e75b485ad16a729083c210ba4064943d2e7c5	11	
pf-defineFun	5edf06a936816ecd74b96162ae327fd46be591c8	242ff48eb7c4302b544bf7657b9ff6be741e66dd	15	src/options/proof_options.toml;src/proof/eo/eo_printer.cpp;src/proof/eo/eo_printer.h;src/prop/minisat/sat_proof_manager.cpp;src/smt/proof_logger.cpp;src/smt/proof_manager.cpp;src/smt/proof_manager.h
pf-defineFun-printerOnly	255eca8f34b93b7b106c2a074d3aaf55fb4be3f5	242ff48eb7c4302b544bf7657b9ff6be741e66dd	11	src/options/proof_options.toml;src/proof/eo/eo_printer.cpp;src/proof/eo/eo_printer.h;src/proof/macro_def_proof_converter.cpp;src/proof/macro_def_proof_converter.h;src/prop/minisat/sat_proof_manager.cpp;src/smt/proof_manager.cpp;src/smt/proof_manager.h
pfLogInferface	8fbcbd1b0b3a3d913d0445d30bcefb32c30f4269	ad7ce61def3478b5c584c0a6c99e41e561ac550a	3	src/smt/proof_logger.cpp;src/smt/proof_logger.h
pfRewrite	c00363b15b769c0abc48b1d76ba9c376296ba2f7	b72b5a5b6533a24aa0731bb42bb38b16ddf682b2	5	src/proof/proof_rewriter.cpp;src/proof/proof_rewriter.h;src/smt/proof_final_callback.cpp;src/smt/proof_final_callback.h
pfTrustId	9eab5fece6851b70d968c847fdbf22365e4202cd	91201c459edd6f999de22bee6665a1f0b1fccffd	25	src/api/cpp/cvc5_proof_rule_template.cpp;src/proof/alf/alf_node_converter.cpp;src/proof/alf/alf_printer.cpp;src/proof/proof_node_updater.cpp;src/proof/proof_node_updater.h;src/proof/trust_id.cpp;src/proof/trust_id.h;src/proof/valid_witness_proof_generator.cpp;src/prop/prop_proof_manager.cpp;src/rewriter/basic_rewrite_rcons.cpp;src/smt/proof_post_processor.cpp;src/theory/builtin/proof_checker.cpp;src/theory/quantifiers/proof_checker.cpp;src/theory/uf/proof_checker.cpp
pfTrustId-no-enc	afcab70bc8dd48279326c40faa1ad402e487452c	263e43431b75358945e7f4242ce69f91b43ba875	64	src/api/cpp/cvc5_proof_rule_template.cpp;src/proof/alf/alf_node_converter.cpp;src/proof/alf/alf_printer.cpp;src/proof/valid_witness_proof_generator.cpp;src/proof/valid_witness_proof_generator.h;src/prop/prop_proof_manager.cpp;src/rewriter/basic_rewrite_rcons.cpp;src/rewriter/basic_rewrite_rcons.h;src/rewriter/node.py;src/rewriter/rewrite_proof_status.cpp;src/rewriter/rewrite_proof_status.h;src/smt/proof_post_processor.cpp;src/theory/arith/arith_proof_rcons.cpp;src/theory/arith/arith_proof_rcons.h;src/theory/bv/proof_checker.cpp;src/theory/quantifiers/proof_checker.cpp;src/theory/strings/infer_proof_cons.cpp;src/theory/uf/proof_checker.cpp
pfTrustIdRegressions	55743aaa62ae38a9b385b236591748abb1d1f8a0	0d26ecc489ef1cf5b3b2fe72d8203c6a85ce0519	0	
pfnConvert	5126679920569833954eee91024b4b1284d46906	83e72755ea23f5082b6f1ae4125aeedadb13c7ac	5	src/options/proof_options.toml;src/proof/subtype_elim_proof_converter.cpp;src/proof/trust_id.cpp;src/proof/trust_id.h;src/smt/proof_post_processor.cpp
pfnd-tconvSubsequence	7269b1cd4be525f608e3d599fb2704795a9c5c4e	94e3d9a0c2a51fbfd44516113527f34ed2c13e44	4	src/expr/tconv_seq_proof_generator.cpp;src/expr/tconv_seq_proof_generator.h;src/expr/term_conversion_proof_generator.cpp;src/expr/term_conversion_proof_generator.h
pfpUpdate-0417	ea02fee56165b5f13487244f3a351988dbeffe09	e501c9b8f80b8b99287a17045f39a0f6d78c4710	2	src/smt/proof_post_processor.cpp;src/smt/proof_post_processor.h
pfrConvert	0ab530cb4592248f7fcd7504d2809d7f0f600e15	f53fc5f26eee6c51e43526825ea15856b80f06a6	7	src/api/cpp/cvc5_proof_rule.cpp;src/options/proof_options.toml;src/proof/alf/alf_printer.cpp;src/proof/conv_proof_generator.cpp;src/theory/uf/proof_checker.cpp
pfrConvert2	6c74757436a92f22156d5d139cd9e9b6c4422cad	ef5623825a77abd4c500cd39f09c2bb246c93719	7	src/api/cpp/cvc5_proof_rule_template.cpp;src/options/proof_options.toml;src/proof/alf/alf_printer.cpp;src/proof/conv_proof_generator.cpp;src/proof/conv_proof_generator.h;src/theory/builtin/proof_checker.cpp;src/theory/builtin/proof_checker.h
pfrDev	714a3a1ce57d76552bbaeb44fc5766a231aa4889	ef1f617b3c4e472f9e0f2bb3ec9c41c343e06aa4	9	src/options/proof_options.toml;src/proof/resolution_proofs_util.cpp;src/proof/resolution_proofs_util.h;src/proof/theory_proof_step_buffer.cpp;src/proof/theory_proof_step_buffer.h;src/prop/prop_proof_manager.cpp;src/smt/proof_manager.cpp;src/smt/proof_post_processor.cpp;src/theory/booleans/proof_checker.cpp
pfrNames	53fdac0a30c453069d793dc74cc814075174ab78	4c9b37b72099ae224ebfbd56ca48f0a22e402283	58	src/api/cpp/cvc5_proof_rule.cpp;src/proof/alethe/alethe_post_processor.cpp;src/proof/conv_proof_generator.cpp;src/proof/conv_proof_generator.h;src/proof/dot/dot_printer.cpp;src/proof/dot/dot_printer.h;src/proof/lazy_proof.cpp;src/proof/lazy_proof.h;src/proof/proof.cpp;src/proof/proof.h;src/proof/proof_node_manager.cpp;src/proof/proof_node_manager.h;src/proof/proof_node_to_sexpr.cpp;src/proof/proof_node_to_sexpr.h;src/proof/proof_step_buffer.cpp;src/proof/proof_step_buffer.h;src/proof/trust_id.cpp;src/proof/trust_id.h;src/prop/proof_cnf_stream.cpp;src/smt/preprocess_proof_generator.cpp;src/smt/preprocess_proof_generator.h;src/smt/proof_final_callback.cpp;src/smt/proof_final_callback.h;src/smt/proof_manager.cpp;src/smt/proof_post_processor.cpp;src/theory/builtin/proof_checker.cpp;src/theory/bv/bitblast/bitblast_proof_generator.cpp;src/theory/bv/proof_checker.cpp;src/theory/datatypes/infer_proof_cons.cpp;src/theory/datatypes/infer_proof_cons.h;src/theory/quantifiers/proof_checker.cpp;src/theory/strings/infer_proof_cons.cpp;src/theory/strings/infer_proof_cons.h;src/theory/strings/proof_checker.cpp;src/theory/uf/eq_proof.cpp
pgCppFix	5175f5ae3de0a647bf9cd9ff235f1d0ea042a2e3	0b754ef79e418a53b337b5aabbcb284c82e8e1ea	1	
pldi2019-main	e789e4699f0b6b2cd1ddb0ddb7a8441145a29580	58ac30a778baf698603af98ff01aa8c17d430b32	10	
plugin	7251246c410b5458dcee0769e3c0b957e2bddd1b	0bc7fa286b28282bb144057696b5c71128e4a499	8	
polyNormTyped	6b8ac8000a14e8d831a177b76ab3e0d3cbc4c747	8aeaa1938d6cdc1dfe65d4f4414bee93c44516f7	0	
poolTrust	f8603ca95807e418b59a2be1ddfc9dafee78d87d	6687df721d31278fdec6cc62bc35962cd2b54a07	4	
postAssert	3d87e6b473de478d8ab21c58b64f44da49b12308	f4c37cd9ff8089bf7dacdbc661d2200c057d0bf9	3	
ppOnly	04c82755c560241aaba6c0cf326c278fc0fa6e52	f18f1bd8c6bcc6827893a2c25e67ca8cf0ddca20	2	
ppOnlyFix	18faba3d0ef5c9fe6582ce33e280ddd29c88824b	5383729d4ce009c2f18202438902133e47379a28	3	src/proof/trust_id.cpp;src/proof/trust_id.h
ppRewriteLogicCheck	9ba471a849222effb0bcded761be0040d58d7444	66d374cd5c74c39e533b9639243f3a87978b6838	1	
preComputeType	a9b43a806f55f28d6f44bc7d49f1984c6b65f0e7	de3cf10fe9c563956199a9b90094514a7b0cfcbe	36	
prenexLift	6a7332aadb0d910378cf845113f6be0c456dbb2c	c77262836774c08d5c05fb057348b820a2643c07	6	
preregRlv	e3edac1145bf84bee580b4d807f911b43e3a8c84	8cce56a068debed199b51396d5fe70d2577984f9	9	
printerMinor	9369244fda93cd6afede7a38c3f259aaaeb7ddcc	20ca3a54fd0e58287563b425a2e63aaf539911b6	2	
projIssue487	b95bdd2745f03ae21c97b1f1d869d910bfbd050c	895bf2273d3e9baa89d4a6de174e7789f2ab71af	0	
projIssues	0d25b2ca805277fdc4765fced0e3ab0eb11c1250	bbf701cf5ba76a66f4c49f1ae2c467900cb8fff0	0	
proofDb	2c609773600d71aa1373c58b4d964100cc5977a4	d1ef66608567252526f1a5e1f675f08d342cc343	25	src/theory/proof_db.cpp;src/theory/proof_db.h;src/theory/proof_db_pf.cpp;src/theory/proof_db_pf.h;src/theory/proof_db_rule_check.cpp;src/theory/proof_db_rule_check.h;src/theory/proof_db_sc.cpp;src/theory/proof_db_sc.h;src/theory/proof_db_term_process.cpp;src/theory/proof_db_term_process.h
proofDisable	cd61fa165f7b85dcbfb2e9d3e8b93222511ba9ae	2ae4ede42a9b876e5715620dbeee63fcfe89ce11	5	src/options/proof_options.toml;src/prop/prop_proof_manager.cpp;src/smt/proof_post_processor.cpp;src/smt/proof_post_processor_dsl.cpp
proofGranSetDefault	0ce8e141d18f628849b9b3e0c67b92fe632a40d5	7b46e032bb094e11efe8ce8696a1b18dd202bb41	1	
proofParen	8f0e80924c050dc3c1978f4f1f6f3bc8d802024f	406168610d0497ad54c01bcd6d977903d34481da	1	
proofTerm	2147621c33b13357e542f128605dfd1523c71458	de3cf10fe9c563956199a9b90094514a7b0cfcbe	29	src/options/proof_options.toml;src/proof/proof_rule_checker.cpp;src/proof/proof_rule_checker.h;src/smt/proof_compression_callback.cpp;src/smt/proof_compression_callback.h;src/smt/proof_post_processor.cpp;src/smt/proof_post_processor.h;src/theory/quantifiers/sygus/sygus_proof.cpp;src/theory/quantifiers/sygus/sygus_proof.h;src/theory/uf/proof_checker.cpp;src/theory/uf/proof_checker.h
propEnv	f0556cc77a54b0c80c93617611ba86d232e722a8	5712bdcd06a9f9502c3b5487386e1277702e25f4	10	src/prop/proof_cnf_stream.cpp;src/prop/proof_cnf_stream.h
propOrderInput	0b668802a9dc7696eb2adb764ed990d4126e28d0	9480126b2c18d634b83b29e595e9bb54df72c1e0	2	
qcfClean	64448a9c6083ea4c10eb873a3fa6caf91080a0be	b3c6975af6354eb027aa52d6a23386b5dd0ef1cd	2	
qdebugStats	49387be7324db97b908cadeab53779e2ca57fca2	95050cf8155d5bc446e89c6a114135786b8ecfd7	19	
qgFixes	af0d26a215542767b699b894c4cd10ed3fc51256	18c55e25574ef9dab5af7cdb86ad497d97b40911	2	
qmacroPf	a3d304a15be3751265bd455a3b3b8d9f42735de6	bace760b6a1c273ef028ff7dda732eebecd8ce10	3	src/api/cpp/cvc5_proof_rule_template.cpp
quantCgInc	6ae59c3d35caf0b7784301b433d2e6f799dacf82	aeb554775be7eb9eb59f640fa76ee90879e19746	20	
quantMacrosPf	5accfbba97ca5889476ce43296d734ad6244aa86	ac0619882a17db469dd89da6242342f77defccdf	2	src/api/cpp/cvc5_proof_rule_template.cpp
quantRew-1006	e7f94c5da23a6f5ee5705927de394ba3acaf0ab9	36bfe4c1802ddeb88517a399ddab9f79976ae10d	1	
quantTheoryRewrites	e302911ac4cb7ffaf19c147fe2d9435ac03a883e	22a052a19f0bf4f078dd71a5ba25efdf333f681c	3	src/api/cpp/cvc5_proof_rule_template.cpp
quantVirtualModel	5be1dd1249262f67b1b9de8654bb4e4cb5dae302	ea865ade5ab89f54425182fc580b439a58204c43	8	
quoteIndexed	72f2519823f5fb548812363f5b311384001668e7	dc24c31d19f1e91f4532109bbc06ca7b4675f04c	1	
qwitnessPf	ff7980327db48fdd5510fb28292b730dfda47458	e81f508eae373d87bfa659be15b4c077b060e320	8	src/proof/trust_id.cpp;src/proof/trust_id.h;src/proof/valid_witness_proof_generator.cpp;src/proof/valid_witness_proof_generator.h
rareEncodeSubcall	a625bd5a2365218b377a986eed7c74622fefaefd	85fa7800ce49e88be19d92389b3a4d89316f0524	3	src/rewriter/rewrite_db_proof_cons.cpp;src/rewriter/rewrite_proof_status.cpp;src/rewriter/rewrite_proof_status.h
rareMatchVar	5076c33467700f223b699e7f3b1aebd77b8aaa45	e852a84d311c8073ca115ce4c5578c5f86b770da	22	src/proof/alf/alf_printer.cpp;src/proof/lfsc/lfsc_printer.cpp;src/proof/trust_id.cpp;src/proof/trust_id.h;src/rewriter/CMakeLists.txt;src/rewriter/mkrewrites.py;src/rewriter/node.py;src/rewriter/rewrite_db.cpp;src/rewriter/rewrite_db_proof_cons.cpp;src/rewriter/rewrite_db_proof_cons.h;src/rewriter/rewrite_proof_rule.cpp;src/rewriter/rewrite_proof_rule.h;src/rewriter/rw_parser.py;src/rewriter/singleton_elim_converter.cpp;src/rewriter/singleton_elim_converter.h;src/theory/builtin/proof_checker.cpp
rareNoEvalPremise	6fada05f334ede74ea0a956e0e27ab54bdc34382	cbcaf6e7836e3c62698caa7ee22d37e9d344485c	6	src/rewriter/basic_rewrite_rcons.cpp
rareNoMix	2d8e3cdf2f24a2fb45d5eb1ee37f059c54eba1a0	50b90699117b29a256ad73b6bcc08c8c6ae27d8d	1	
rareNse-0417	1e1b1c7598b2a25ccb8e002554cffff07772f687	63612815c8ae4c903b1d368dd0c167d69532e45d	4	
rareOptEval	07579cea12d2bac9f7734bfb3a1d349cb19b9165	2ae4ede42a9b876e5715620dbeee63fcfe89ce11	1	src/rewriter/rewrite_db_proof_cons.cpp
rareSElimAvoid	d600194307f5f09633601edae74b52474787103a	e852a84d311c8073ca115ce4c5578c5f86b770da	13	src/proof/alf/alf_printer.cpp;src/proof/trust_id.cpp;src/proof/trust_id.h;src/rewriter/CMakeLists.txt;src/rewriter/rewrite_db_proof_cons.cpp;src/rewriter/rewrite_db_proof_cons.h;src/rewriter/rewrite_proof_rule.cpp;src/rewriter/rewrite_proof_rule.h;src/theory/builtin/proof_checker.cpp
rareSafer-0101	47036b580cf7cfec90532c4add96da787e6f777d	0d26ecc489ef1cf5b3b2fe72d8203c6a85ce0519	2	src/rewriter/rewrite_proof_rule.cpp
rdbAlphaEquiv	ec33311d506ea8d1645640b093a2eacd0ea3b01d	df7773adb86c81602c24a62d47d4f9c5cc51be7d	3	src/rewriter/rewrite_db_proof_cons.cpp;src/rewriter/rewrite_proof_status.cpp;src/rewriter/rewrite_proof_status.h
rdbExec	458596700493247219a02c06b5f79f4b25c32803	5cc03f4b95067fd3071c533567cfb9ddc86a67bc	29	src/proof/subtype_elim_proof_converter.cpp;src/proof/trust_id.cpp;src/proof/trust_id.h;src/rewriter/CMakeLists.txt;src/rewriter/mkrewrites.py;src/rewriter/rewrite_db_exec.cpp;src/rewriter/rewrite_db_exec.h;src/rewriter/rewrite_db_exec_printer.cpp;src/rewriter/rewrite_db_exec_printer.h;src/rewriter/rewrite_db_exec_template.cpp;src/rewriter/rewrites.h;src/rewriter/rewrites_template.cpp;src/rewriter/rule.py;src/rewriter/rw_parser.py;src/smt/proof_post_processor.cpp;src/smt/proof_post_processor_dsl.cpp;src/smt/proof_post_processor_dsl.h
rdbMore	8f56d355ad014b54e4987c19d3d187919c4fe96c	df7773adb86c81602c24a62d47d4f9c5cc51be7d	5	src/options/proof_options.toml;src/rewriter/rewrite_db_proof_cons.cpp;src/rewriter/rewrite_db_proof_cons.h;src/rewriter/rewrite_proof_status.cpp;src/rewriter/rewrite_proof_status.h
rdbNullConclusion	450383e3f412a9d63f165e68e102e4feb84802cf	a189b8e4be8ff6fd62d1f827d8a80c1696f8a2ac	1	src/rewriter/rewrite_db_proof_cons.cpp
reAndOrConv	590ffe5169f041355b1cb4aa929f946b9e41913a	e9f99e6a85605539a090225b7fddfafd4d46df75	3	
reConsumeUpdate	ddb99d4ba9389e5628caf1cdb0be0083496fe65a	5e7c16aa6af761d906605e4c890f2110de2e20b2	1	
reDeriveConf	6f33b9167e647ab55c36ad145f4e008931cc90e9	5f55821d840b722dbe3d104ceac5760efae5a2f2	2	
reEvalCache	9ae0e0e9c0de26ad893fd6d77fce7bd97a215d19	03069a52e1bb0e226d0b49e22a34e1619d04a042	6	
reEvalEvaluator	a3cea4b558f15c033ff24cf72463a6cb3a2182c6	01ebb35675e697b1b98572384c213e0e55a5ade9	1	
reInterRefactor	bc52ee502112758aa4b05d659de43273483e38ba	c763e09feb1f6c6a17f90e0d8618a04d1acabd19	3	
reInterRew	9a57b6b3494a26f3b3f48dccb621c255368033af	ad340126a7adbb9840cca1d082c57b43995987a4	3	
reLoopImprove	f1fde0d583038f213c8534da4ae828fb8e9bc34a	56e2b54527d84a83703c15861df6557d6a67090e	9	src/proof/eo/eo_printer.cpp
reMemberEval	b67b8749107902b0687d549a754667d7163d2022	482098019fc1ccb1ebcb18267298f5d077755da2	1	src/api/cpp/cvc5_proof_rule.cpp
reRewrite	577de06e75a8808d7faedebe880b820b92092f6d	b38fc2ed13342524cefe7480c06c9afbcc73aedd	1	
reStarFixedLen	b75c722cdf64cf8031f311134bf8e453e84bdfa8	ecd9558fd566f384d812c67cfc95406aa1094522	6	src/api/cpp/cvc5_proof_rule_template.cpp;src/proof/alf/alf_printer.cpp;src/theory/strings/infer_proof_cons.cpp;src/theory/strings/proof_checker.cpp
recFunEvalRefactor	9f3ef485651009412d68a0a5d4a2b912496e9bec	c1477e79205a5b0b9f941ee5b9ba4c35962ba014	4	
reduceTransform	6af2d9093f462039ebd42ba24ca76e3d187d5c0e	557253155e95709d6fd43f3bf993dea350c2a986	2	src/smt/proof_post_processor.cpp;src/smt/proof_post_processor.h
redundantSatProp	bc2caac940d8fae8102f2f512f65162ecb8af449	2c2981d419bdf5a7bbf424f62266883724e85168	1	
refactorDiffUnsatCore	87d657bc3f1a1d304596be933d3c0ce53a44f92c	9b120a987bc0421d2fd9029ec9b9b7c6a78c3897	1	
refactorQcf	107c5394c9c0c9693b1efc4551b768ffdfda943c	51d731ec403becd8a46e02933112ff2fc6b310e9	2	
refactorStrInferNf	4f48b334e4ccd7b46bb53041c6c838ef21df3745	ed8f4388c859595178e303f65393105e99d4eb59	10	
refineFun	29f8756e37171ac8c53fcf65d79979b8ace84255	36ebc172d5023e09d0aa78733a9980d6f73d268c	5	
reg-0115	0d11145477e576903cf761de2330ae2096e8ac86	fe6fa214a786eba555cc059f9988f2a29e952b66	0	
reg-0313	b1cd64a180ee790a97d244d4b7a25d943b659f5e	dc24c31d19f1e91f4532109bbc06ca7b4675f04c	0	
regMore-0110	08b9f6b3b4b3232e8a44e5008b4b0162e9014b8f	53c1300dd1ae4e8081c9c4298dd535ae514e1ebf	0	
regress-033022	3bed8dfb68a1cc83faee7e44c29cbd6a5ee12110	cd396280ff2b1a81c7c812c0b08893e72fba8b1e	0	
regressionsNlCov	7003bb9afd8b7f282628f2b519a6c3747a464b91	0d26ecc489ef1cf5b3b2fe72d8203c6a85ce0519	0	
relManWeakerAssert	d3bbeea9d11d768ba9d626417775c7d03f4384c7	09d66569502849d3a934b83de0f4777e8ed38b08	2	
renProxy	c9a40edb1e4864335f6dbe3a05e13d0c4ce4983d	561071becbc7f37da0640c812b7059416d4041a6	8	
renSkolemId	1e146c13dd598cdcf624a0205f33eb2a3076d4dd	9999037993589f68bc1ea4d8fa8c87c53c5eaa1e	46	src/proof/alf/alf_node_converter.cpp;src/proof/alf/alf_node_converter.h;src/proof/lfsc/lfsc_node_converter.cpp
reqInstParaDt	93fbeb031c798a1f64bcd4df4caab7654a4b0567	19b18be61c365f8506785a41244b74d008fa5976	1	
rewriteDbImpl	734f26d20e8df8bdd91d41c73730aea0ead03bed	a859168492d3ad9e873bfde005d3204601eddfc0	2	src/rewriter/rewrite_db.cpp;src/rewriter/rewrite_db.h
rewriteDep	307640b2c80de8cff289a67b34000bf187c0e46d	59a6c1deecfecabf98e2684db9821124dcc9f8cb	6	src/smt/proof_post_processor.cpp;src/smt/proof_post_processor.h
rlvTermSimplify	da405221f8a5556df96fc2872f98e92e3a90d044	8b0a6283a374109a9c73c63699f1cc519b36dcc5	2	
rmAssert-0603	5dab0dbcd1194c94400837be72b1f3e768e495b8	27b2af6ebe059c7e62a892d0234057c4a39cf19a	1	
rmBoolSimp	26744ea8fec440c41827308289989a0fb58d0333	2d2e2568403ea3d16c6480e57f88b7ba47193fd9	3	
rmEnvBuiltinPc	9ab417dbf891f2a10883bfc536043dabe03ad579	938d75ff06cff2f949d4ee436c33fed8c36a77a5	6	src/smt/proof_post_processor.cpp;src/theory/builtin/proof_checker.cpp;src/theory/builtin/proof_checker.h
rmExpandOnly	dfd81e10338b89370f6c4e4a49475ce5a7b4441d	d0c44a9e048558887ab75aaec4c493696c67b456	1	
rmGetModelValue	d8e4b9362360cbe615afa8f675554bfd96f838b0	33b96c656515f9634ec97b021da8da5dee2b9bcd	27	
rmLfsc	663398d5bb2b53ab19052215c32f3167e346bb31	aafcc486e2f7074bdb3333794953fa905d7876f1	23	src/api/cpp/cvc5_proof_rule_template.cpp;src/options/proof_options.toml;src/proof/dot/dot_printer.cpp;src/proof/dot/dot_printer.h;src/proof/lfsc/lfsc_list_sc_node_converter.cpp;src/proof/lfsc/lfsc_list_sc_node_converter.h;src/proof/lfsc/lfsc_node_converter.cpp;src/proof/lfsc/lfsc_node_converter.h;src/proof/lfsc/lfsc_post_processor.cpp;src/proof/lfsc/lfsc_post_processor.h;src/proof/lfsc/lfsc_print_channel.cpp;src/proof/lfsc/lfsc_print_channel.h;src/proof/lfsc/lfsc_printer.cpp;src/proof/lfsc/lfsc_printer.h;src/proof/lfsc/lfsc_util.cpp;src/proof/lfsc/lfsc_util.h;src/rewriter/rewrite_proof_rule.h;src/smt/proof_manager.cpp;src/theory/builtin/proof_checker.cpp
rmOmt	06e089c379576cf909e944f7bfcbf715608949ef	bee1bb3b1c21f34fa15bcd37950db0deb2a53421	9	
rmTypeConst	fb389cbf8dc87304baf198b4209c671b56684292	606a23f095dba3062c5c3ce10f8079e0e1f94a35	1	
rpcAlwaysPre	adab37c00d6ec5a0f70d383276311b6c3b4ac19c	2ae4ede42a9b876e5715620dbeee63fcfe89ce11	6	src/options/proof_options.toml;src/prop/prop_proof_manager.cpp;src/smt/proof_post_processor.cpp;src/smt/proof_post_processor_dsl.cpp
rrCtxCond	8dff42d14ed81d625a0b7728cb28a243ef77388d	9bcc43c62f43d5b8f04784423880a7fb3eedcf21	1	src/rewriter/rewrite_proof_rule.cpp
rrMinor-0419	7aa9e1ff678b5d860ce6709ff9c577539f7b1fc0	5421d1a6f3035ca76feba80dca456a09633c7230	1	
rrOverflow	69e5bbb524a6f54cdc1dc1001791031dbae557aa	7c014ee90a2650815759d7ba68e23f527383d85c	2	
rsolverRefactor	8dc9528eb1c3788404dd939f57a667ca6410d6dd	013cc7c87334ecc143a364f0e3352a1ae02e3602	9	
safeCiMore	2e73d4671439a1ff09d42e6f8f16b1035a3fe997	16c4001e53bd32ae7c4e05a7649cdcd0aa9f23bd	2	
safeModeNoProof	72ee2a6fc056f58afc9490f338614e44a4d1d646	581a5a659a2d68ceda7d4dc36240c6b470b253d0	11	
safeOptWarn	71a961d3076f6efff3690c8a2707c895c0e8d75e	6f398e1ceac6f8004759582a4137e004262db9a9	2	
safeOptions	edaf8a6a13b46e5513e070e79259593eb5559ea8	29322a039cc9f4fa5035fcab3f3058d5c9cbfc88	3	
safeOptionsFix-0130	d371f6e931bdf88910a237139cedea838c22b925	ef5623825a77abd4c500cd39f09c2bb246c93719	2	
safeOpts-0130	67058140fefdc46a7d97a79da6fbcd7415e1082e	27e184d1824e771d14964b61b4d40effc410257c	4	
safeOpts-0305	2df3e16b5bb09fa9473f266594de308b38146374	221c4ebd45b0462581678dd5a5c568006fc16286	1	
safeOptsFinalize	05036380df9e3ee0721ad893f2d7157883b0fb4c	581a5a659a2d68ceda7d4dc36240c6b470b253d0	4	
safeRewMore	2f533f6bac62a2b69db0e6c63195a1866337e408	3ba9fcfddd99bf252d1d4548800151d21db47a7e	11	
satNotify	c3f1e896b40570608e02866313a6799d41cc1bec	f33ebf6f3dd6ec8edb94e584d0048cf949f43a0d	3	
satRlv	61edbc2f4cbb6f58d03939da1d72e1c03159b74f	7fb9043874ecd3f89601bedd14bac12a54e29547	13	
satRlvTppSolver	11854cd92cc40c5e2a96e9009f4afd451825ba5e	e986a322232ac3edcd139ec7b424291ea3d5033a	18	
sbLemNoDup	5798888c107ea9e22e3c689a67d3277510737159	9668d6e81189413a0a555bd2a2f0f0633ac3f380	2	
sdm-assertTerms	c590c2d3ceea27c8cdf024744cf7a424bf19e4b0	fe939c31bd286675298990d7d1865d275d982679	3	
